id,title,release_date,popularity,vote_average,vote_count,overview
49022,Something Borrowed,2011-05-05,5.47309,5.9,304.0,"Though Rachel (Ginnifer Goodwin) is a successful attorney and a loyal, generous friend, she is still single. After one drink too many at her 30th-birthday celebration, Rachel unexpectedly falls into bed with her longtime crush, Dex -- who happens to be engaged to her best friend, Darcy (Kate Hudson). Ramifications of the liaison threaten to destroy the women's lifelong friendship, while Ethan (John Krasinski), Rachel's confidant, harbors a potentially explosive secret of his own."
40699,"Rock, Paper, Scissors: The Way of the Tosser",2007-01-01,0.305066,5.7,3.0,"This hilarious genre-bending comedy follows Gary Brewer, along with girlfriend Holly Brewer (no relation), and best friend Trevor Morehouse as Gary quests to reign supreme at the 2006 Rock, Paper, Scissors World Championships."
21841,June 9,2008-06-09,0.545307,5.5,2.0,"What happened on june 9? On a search for some harmless fun at the end of the school year, 17 year-old Derek boggman led his friends on a mischievous journey of caught-on-camera pranks. But on their quest to find even bigger thrills, something else found them first. The ""Boston Mills 5"" were never heard from again...until now. Witness the complete recording of the horrors surrounding june 9. The first scream was for fun. The second scream was for help."
115427,Macbeth,1982-01-01,0.017296,10.0,1.0,A Hungarian TV version of the play shot in just two takes.
55721,Bridesmaids,2011-04-28,6.810991,6.5,1697.0,"Annie’s life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian’s maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love."
38321,Priest,2011-05-05,8.259952,5.4,710.0,"In an alternate world, humanity and vampires have warred for centuries. After the last Vampire War, the veteran Warrior Priest lives in obscurity with other humans inside one of the Church's walled cities. When the Priest's niece is kidnapped by vampires, the Priest breaks his vows to hunt them down. He is accompanied by the niece's boyfriend, who is a wasteland sheriff, and a former Warrior Priestess."
61420,The 19th Wife,2010-09-13,0.814923,3.6,5.0,"Fundamentalist sect member BeckyLyn is accused of killing her husband. Queenie, another wife in the polygamist sect, doesn't believe BeckyLyn is capable of such violence and desperate to prove her innocence reaches out to her excommunicated son Jordan for help in freeing his mother."
56822,PoliWood,2009-07-03,0.176668,6.0,2.0,An in-depth look at the Democratic and Republican national conventions held during the 2008 U.S. Presidential election year.
32654,The Storm Warriors,2009-12-10,2.860376,5.3,20.0,Wind and Cloud find themselves up against a ruthless Japanese warlord intent on invading China.
49853,Same Same But Different,2009-08-13,0.985158,6.1,10.0,"Based on the true story of Benjamin Prufer and Sreykeo Solvan. The unexpected and uncertain love story of Sreykeo, a 21 year old bar girl in Phnom Penh and Ben, a young German student traveling to Cambodia on a post graduation summer trip. When Ben returns home to Germany he discovers that Sreyko is sick and he takes on the responsibility to save her. On the way he discovers a world where not everyone is dealt the same cards and where motivations are not always pure."
46849,Eye of the Dolphin,2007-08-24,0.46335,7.1,7.0,"Alyssa is a troubled 14-year old, suspended from school a year after her mother has drowned. Her grandmother Lucy, at wit's end, decides to take Alyssa to her father, James, whom Alyssa thought was dead for years. He studies dolphin communication at Smith's Point, on the Grand Bahama Island. James has not known of Alyssa's existence and is clueless about parenthood. The women arrive at the same time that James may lose his research operation to a tourist attraction. Father, daughter, dolphins, and town are on a collision course. Alyssa and James get encouragement from James's girlfriend and her father. It's the dolphins who can teach, and Alyssa who discovers how to listen."
13507,Intimate Enemies,2007-01-01,5.526637,7.1,14.0,A drama following a French platoon during Algeria's war of independence
50780,The Beaver,2011-02-11,5.484379,6.2,281.0,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence."
50012,King Lear,1987-05-17,0.707819,6.7,6.0,A descendant of Shakespeare attemps to restore his plays in a world rebuilding itself after the Chernobyl catastrophe obliterates most of human civilization.
58035,To the Shores of Tripoli,1942-11-09,0.060829,7.0,1.0,Chronicle of a spoiled rich boy who joins the Marines with an off-handed attitude and finally becomes a battle-wise soldier. Academy Award Nominations: Best (Color) Cinematography.
27777,The Racket,1928-11-01,0.699893,5.5,4.0,"In this silent film, a renegade police captain sets out to catch a sadistic mob boss."
92667,Black Fury,1935-05-18,0.042219,7.0,1.0,A simple Pennsylvania coal miner is drawn into the violent conflict between union workers and management.
106882,Kitty,1945-10-16,0.986394,4.4,4.0,"London, 1783: Kitty, a saucy wench of the slums, meets the painter Gainsborough by stealing his shoes. He paints her as an ""anonymous lady"" who excites the interest of his noble friends, notably penniless Sir Hugh Marcy, who schemes to pass Kitty off as a genuine lady (a formidable task) and marry her off for financial gain."
39410,Mothra,1961-07-30,1.935424,6.2,24.0,"Shipwreck survivors are found on Beiru, an island previously used for atomic tests. Amazingly free of radiation effects, they believe they were protected by a special juice given to them by the natives. A joint expedition of Rolithican and Japanese scientists explores Beiru and discovers many curious things, including two women only a foot high. They are taken from the island, which only awakens the giant moth that wreaks havoc on Japan."
1679,Godzilla Raids Again,1955-04-24,2.772214,6.0,28.0,"In a hastily produced first-sequel to the classic ""Gojira"", two pilots race back to Japan to inform the government that two giants monsters are on the loose. Soon, the two monsters arrive in Osaka where they resume their battle."
47518,The Tortured,2010-06-15,3.436769,5.3,53.0,"An upper-middle-class couple's life is destroyed when their only child is kidnapped and killed. Obsessed with revenge, the couple seizes an opportunity to kidnap the killer."
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-14,27.88772,6.4,5068.0,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past."
59436,Midnight in Paris,2011-05-11,11.43256,7.4,2049.0,A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better.
63831,The Kid with a Bike,2011-05-18,7.95457,7.2,119.0,"Abandoned by his father, a young boy is left in the hands of an unqualified childcare provider."
51608,The Man from Nowhere,2010-08-04,9.023244,7.6,338.0,"His only friend called him 'the man from nowhere'... Taesik, a former special agent becomes a loner after losing his wife in a miserable accident and lives a bitter life running a pawnshop. He only has a few customers and a friend named Somi, a little girl next door. As Taesik spends more and more time with Somi, he gets attached to her. Then Somi is kidnapped by a gang, and as Taesik tries to save Somi by becoming deeply associated with the gang his mysterious past is revealed..."
43385,Born to Be Bad,1950-09-28,9.743518,5.1,6.0,"A manipulative woman plots to seduce her cousin's rich fiance, but is also in love with the only man who can see her selfish true nature. Based on the 1928 bestseller ""All Kneeling"" by Anne Parrish."
50078,Jewel Robbery,1932-08-13,0.745458,5.8,5.0,A gentleman thief charms a Viennese baron's wife and also conducts a daring daylight robbery of a jewellers.
8967,The Tree of Life,2011-05-18,11.204539,6.5,1009.0,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith."
86284,Paper Lion,1968-10-23,0.98558,7.0,3.0,"Sportswriter George Plimpton poses as a rookie quarterback for the Detroit Lions for a ""Sports Illustrated"" article."
63858,All I Desire,1953-06-25,1.338054,7.7,6.0,"In 1910, a wayward mother re-visits the family she deserted."
41611,Jeopardy,1953-03-30,0.791565,6.4,13.0,A woman is kidnapped when she goes to get help for her husband who is trapped on a beach with the tide coming in to surely drown him.
15911,The Village Barbershop,2008-01-01,0.657751,7.0,4.0,A fading smalltime barber is forced to hire the last person on earth he'd want working in his shop - a woman.
28723,Diary of a Cannibal,2007-04-24,0.414275,1.0,4.0,"They met on the Internet. They fell in love. They drove to the desert and stopped at an abandoned warehouse. They wandered inside. Inside they found unspeakable horror. Only one of them survived the ordeal of CANNIBAL. From a hospital bed, an injured Noelle tells shocked police detectives a tale of cannibal terror. In recounting her ordeal, the detectives learn of an even more awful truth behind the actions of this tragic couple. Horror master Ulli Lommel's depraved tale of a modern-day CANNIBAL is based on the real-life case of a man who murdered and consumed his lover -- liver and all! -- in a strange act of consensual love. In Lommel's film of the events, two star-crossed lovers enter a world where madness rules and even a loved one can transform into a flesh-eating cannibal."
45243,The Hangover Part II,2011-05-25,21.893532,6.2,3836.0,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group."
52077,Nothing to Declare,2010-12-15,8.371842,5.7,275.0,"During the elimination of the Belgian/French border in the 90s, a Belgian customs officer is forced to team up with one of his French counterparts."
32120,No Time For Love,1943-11-10,0.626391,7.5,2.0,Upper-class female reporter is (despite herself) attracted to hulking laborer digging a tunnel under the Hudson river.
85504,The Sin of Madelon Claudet,1931-10-23,0.398635,2.0,3.0,"Out of jail for a crime she did not commit, Madelon turns to prostitution and thievery to send her illegitimate son to medical school."
110628,This Above All,1942-05-12,0.677081,7.5,3.0,"Although she comes from an aristocratic family, beautiful Prudence Cathaway defies convention by joining the WAAFs and becoming romantically involved with an AWOL soldier."
56271,Double Take,2009-02-10,0.194308,6.4,5.0,"Director Johan Grimonprez casts Alfred Hitchcock as a paranoid history professor, unwittingly caught up in a double take on the cold war period. Subverting a meticulous array of TV footage and using 'The Birds' as an essential metaphor, DOUBLE TAKE traces catastrophe culture's relentless assault on the home, from moving images' inception to the present day."
70264,Fly Away,2011-07-17,0.151612,5.5,4.0,"The poignant yet humor filled story about a single mother of a teenager severely impacted by autism, forced to reckon with her daughter's future. As her child becomes an adult, what used to work, no longer does. What will sustain her daughter, and herself? A parent-child love story, when love means letting go."
22882,Van Diemen's Land,2009-09-24,2.11211,5.8,11.0,"The true story of Australia’s most notorious convict, Alexander Pearce and his infamous journey into the beautiful yet brutal Tasmanian wilderness. A point of no return for convicts banished from their homeland, Van Diemen’s Land was a feared and dreaded penal settlement at the end of the earth."
121662,One Hundred Mornings,2009-07-11,0.372911,4.6,5.0,"Set in a world upended by a complete breakdown of society, two couples hide out in a lakeside cabin hoping to survive this crisis."
56807,Son of Babylon,2009-05-01,0.308648,7.7,6.0,"A willful young boy follows his just as obstinate grandmother in a journey across Iraq, determined to discover the fate of her missing son, Ahmed's father, who never returned from war."
23116,Loose Change 9/11: An American Coup,2009-09-22,2.286217,6.5,31.0,"With the departure of the Bush Administration and the arrival of an “era of transparency,” opportunities are arising for the disclosure of new information that may shed more light on the events that took place before and after 9/11/2001. Loaded with powerful, new footage and in-depth interviews this documentary presents a wide array of evidence both known and unknown…until now."
60306,Victim,2010-11-17,0.840678,4.0,12.0,"After being mysteriously kidnapped by a Doctor and his violent henchman, a young man is held captive in the converted cellar of an old mansion. For reasons unknown, he's forced to endure heinous physical and psychological torture, but slowly realizes the worst is yet to come when the Doctor's brutal plan for him is finally revealed…."
21469,Across the Hall,2009-08-27,3.791141,6.3,30.0,"Convinced that his fiancee is cheating on him, a man follows her to a hotel and calls his best friend to help him avoid a calamity."
359002,Daayen Ya Baayen,2010-10-29,0.041625,8.5,1.0,"DAAYEN YA BAAYEN revolves around a schoolteacher in a remote village in the Himalayas who wins a luxury car in a TV contest. His life spirals in a series of comic conflicts as he tries to match the rest of his life to the glamour of the car, undoing himself completely in the process. When the car is stolen, he sets out on a journey to recover more than just his prized vehicle - his lost dignity."
5937,John Rabe,2009-04-02,9.154152,7.2,30.0,"A true-story account of a German businessman who saved more than 200,000 Chinese during the Nanjing massacre in 1937-38."
38931,Oh My God,2009-11-13,1.566266,4.6,4.0,"""Oh My God"" asks people from all walks of life, from celebrities, to the religious, to atheists and the common Man - the question - ""What is God?"""
3107,Destroy All Monsters,1968-08-01,3.74447,6.4,33.0,"The 9th Godzilla film was the last made by the original Godzilla creators, and was meant to be a grand finale.  Aliens have released all the giant monsters from their imprisonment on Monster Island and are using them to destroy earth's major cities.  It is up to the daring crew of the super rocket ship X-2 to infiltrate the aliens' headquarters before the Earth monsters and King Ghidrah annihilate the planet."
131880,Stonewall Uprising,2010-06-16,0.640779,7.0,2.0,"Stonewall Uprising is a 2010 American documentary film examining the events surrounding the Stonewall riots that began during the early hours of June 28, 1969. Stonewall Uprising made its theatrical debut on June 16, 2010 at the Film Forum in New York City.The movie features interviews with eyewitnesses to the incident, including NYPD deputy inspector Seymour Pine.
 The film was produced and directed by documentarians Kate Davis and David Heilbroner, and is based on the book by historian David Carter, Stonewall: The Riots That Sparked the Gay Revolution. The title theme is by Gary Lionelli."
145154,Ballou,2008-09-11,0.006986,0.0,0.0,
43692,The Clairvoyant,1934-01-01,0.349145,6.5,1.0,A fake psychic suddenly turns into the real thing when he meets a young beauty. (TCM)
42889,The Virginity Hit,2010-09-10,2.235068,4.6,19.0,"Four guys, one camera, and their experience chronicling the exhilarating and terrifying rite of passage: losing your virginity. As these guys help their buddy get laid, they'll have to survive friends with benefits, Internet hookups, even porn stars during an adventure that proves why you will always remember your first time."
252059,Through and Through,1973-05-11,0.003013,8.0,2.0,"Based on a pre-war murder case of the Malisz couple. They end up committing a petty robbery and a sordid murder. He is an illustrator who is not used by a climbing architect. His folks don't like his wife and keeping both of them around as they float from one petty job to another. They finally try to rob a mailman of a bogus money order they have cooked up and end up killing an old, invalid couple with whom they have roomed."
57276,Pina,2011-02-24,12.452985,7.3,76.0,"PINA is a feature-length dance film in 3D with the ensemble of the Tanztheater Wuppertal Pina Bausch, featuring the unique and inspiring art of the great German choreographer, who died in the summer of 2009."
79649,Eyes of a Stranger,1981-02-11,0.717502,6.5,12.0,"A TV newswoman (Lauren Tewes) catches a pervert (John DiSanti) watching her sister (Jennifer Jason Leigh) who cannot see, hear or speak."
87349,Outcast of the Islands,1951-11-15,0.803371,6.5,5.0,"After financial improprieties are discovered at the Eastern trading company where he works, Peter Willems flees the resulting disgrace and criminal charges. He persuades the man who gave him his start in life, the merchant ship captain Lingard, to bring him to a trading post on a remote Indonesian island where he can hide out."
47489,The Moon in the Gutter,1983-05-12,1.0988,6.0,12.0,A dockworker seeking revenge on the killer of his sister finds himself the object of desire for two women.
29382,Under Our Skin,2008-07-12,0.241689,4.3,2.0,Exposes the hidden epidemic of Lyme disease and reveals how our corrupt health care system is failing to address one of the most serious illnesses of our time.
17367,Belle Toujours,2006-09-08,0.673026,6.2,5.0,"38 years after the events in the Luis Buñuel classic Belle du jour, Henri Husson thinks he sees Séverine one night at a concert. He follows her and makes her face her past and then takes a slow revenge on her."
49950,The Roommate,2011-02-04,8.453293,5.3,230.0,"When Sara (Minka Kelly), a young design student from Iowa, arrives for college in Los Angeles, she is eager to fit in and get to know the big city. Her wealthy roommate, Rebecca (Leighton Meester), is more than eager to take Sara under her wing and show her the ropes. The two become close, but when Sara begins to branch out and make more friends on campus, Rebecca becomes resentful. Alarmed, Sara moves in with her new boyfriend, causing Rebecca's behavior to take a violent turn."
11226,Strip Nude for Your Killer,1975-08-24,2.540103,6.4,16.0,"When a fashion model dies during an abortion, a series of murders begins, starting with her doctor. The next victims are connected to the modeling agency where she worked, Albatross, run by a hard edged and jealous bi-sexual, Gisella, married to a Farouk-like dissolute. One suspect is Carlo, a playboy photographer who has a hot temper and refuses to share information with the police. He becomes the lover of Magda, another photographer at the agency, who's probably in danger. The murderer wears a black motorcycle outfit and helmet. Will anyone discover the murderer's identity before the entire agency dies?"
84237,Humanity and Paper Balloons,1937-08-25,0.284625,8.1,8.0,"The story develops in the Tokugawa era of the 18th century, in a poor district of Tokyo, where impoverished samurai live from hand to mouth among equally poor people of lower social classes. One such ronin (masterless samurai) Matajuro, spends his day looking for work whilst his wife, Otaki, makes cheap paper balloons at home. One rainy night, Shinza, a barber, and equally penniless, impulsively abducts the daughter of a wealthy merchant, hiding her at Matajuros home. Their desperate plan has grave consequences when a ransom attempt backfires. The film, which starts and ends with suicide, is deeply pessimistic, insisting that life in feudal Japan was hellish and short for those at the foot of the social ladder."
52049,Comedy of Innocence,2000-09-01,0.571607,5.0,2.0,"Today, Camille turns nine. He had sworn that on his 9th birthday he would show his parents the videos he was shooting on the side - the tail of a cat scampering away, a window, and a veiled woman's face - an intriguing picture... Later that day, Camille's mother, Ariane, meets up with her son in the park. The boy appears perturbed. He is leaning against a tree, eyes cast down. He says that now he wants to return to his ""real home"" and his ""real mother."""
25672,Hollow Triumph,1948-06-18,0.798956,6.9,11.0,"A film noir drama in which a sophisticated con man, who has just stolen from the mob, is forced to impersonate a psychiatrist who looks just like him, going so far as to cut himself on the cheek to duplicate a similar scar on the doctor. When he takes matters even further, karma arrives, forcing him to pay the debts of his double."
42506,The Housemaid,1960-11-03,1.817185,7.0,19.0,"A piano composer's family moves into a new house; when his pregnant wife collapses from working to support the family, he hires a housemaid to help with housework."
80560,Wanda,1970-09-01,0.337334,6.7,9.0,"Wanda, after a string of abusive relationships, abandons her family and seeks solace in the company of a petty criminal (Michael Higgins)."
53413,The Strange Case of Angelica,2010-12-29,0.70052,6.6,16.0,"A magical tale about a young photographer who falls madly in love with a woman he can never have, except in his dreams. Late one night, Isaac is summoned by a wealthy family to take the last photograph of a young bride, Angelica, who mysteriously passed away. Arriving at their estate, Isaac is struck by Angelica's beauty, but when he looks through his lens, something strange happens - the young woman appears to come to life. From that moment, Isaac will be haunted by Angelica day and night."
23516,Frownland,2007-03-09,0.039692,5.0,1.0,"Social misfit and self-labeled ""troll from under the bridge"" Keith Sontag (Dore Mann) lives a sad and lonely existence in this disturbing black comedy -- an Independent Spirit Award nominee -- from director Ronald Bronstein. When he's not trying to sell coupons door-to-door, Keith struggles with evicting his roommate from their seedy apartment, helping a friend who's suicidal and just getting by as an outsider in the cruel city."
43616,The King of Escape,2009-07-15,0.917276,6.9,9.0,"Armand, a man who sells farm machines in the country, is a popular middle-aged homosexual. Just as he was getting sick of life, he falls in love with a young girl called, Curlie, and goes on the run from her parents and the police."
122709,Zoo in Budapest,1933-04-28,0.216209,4.5,2.0,"Zani is an unusual young man who has spent his entire life in a zoo in Budapest. His only true friends are the zoo's animals. When Zani meets Eve, a young orphan girl, they fall in love. To be together Eve must somehow escape from her strict orphan school. When she does she and Zani must hide overnight in the zoo - where everyone is looking to find them."
78789,Tomorrow We Move,2004-03-03,0.270612,4.3,3.0,"When her mother moves in, the life of a writer gets crowded."
58529,Dealer,2004-02-11,0.457814,5.0,1.0,"In an impressive follow up to his debut film Forest, Benedek Fliegauf tells the uncompromising story of a day in the life of a drug dealer. His clients include the leader of a religious sect, a friend who needs a final fix, a former lover who has had his child, a student, and a black marketeer. Fliegauf's film recreates life in a city that resembles a ghost town, an alienated world with its own priorities and realities. It is, he says '. an imaginary city with a strongly spiritualist atmosphere. This necropolis is the film's real protagonist'."
104505,No Rest for the Brave,2003-11-12,0.212178,6.0,3.0,A strange man is involved in a village massacre and drug dealing.
83230,Trails,1978-05-19,0.040663,6.0,1.0,"For his feature debut Monteiro creatively borrowed from traditional Portuguese legends to craft a series of echoing, parallel tales of young couples desperately escaping cruel false fathers, each couple on the run across different regions of the country and during increasingly contemporary time periods. A lyrical and profoundly cinematographic allegory with a glisteningly sharp political edge, Paths traces a pattern of repressive authority across Portuguese history while also pointing, with cautious optimism, towards the steady presence of youthful resistance. With its stunning choreography of landscape and use of a poetic, associative structure to evoke the longue durée of mythical time, Paths anticipates Monteiro’s mid-career masterpiece Silvestre."
3962,Bis zum Ellenbogen,2007-11-01,0.672189,7.3,4.0,
142712,8:28 AM,2010-09-17,0.430238,6.0,3.0,
55700,Ossos,1997-01-01,0.639743,5.4,9.0,"After a suicidal teenage girl gives birth, she misguidedly entrusts her baby’s safety to the troubled, deadbeat father, whose violent actions take the viewer on a tour of the foreboding, crumbling shantytown in which they live."
80799,All Is Forgiven,2007-09-26,0.259367,6.3,6.0,"Victor lives in Vienna with Annette, his beautiful Austrian wife and their daughter Pamela. It’s spring. Fleeing his work, Victor spends his days outside: he plays with Pamela, pays a visit to Annette’s parents, loiters in the park with the drug dealers. Very much in love, Annette is confident that he’ll get a hold of himself as soon as they return to Paris. But back in France, Victor relapses into his bad habits. After a violent dispute, Victor moves into the room of a junkie he has fallen in love with. Annette leaves Victor and disappears with Pamela. 11 years later: Pamela is 17. She lives in Paris with her mother. One day, she learns that her father lives in the same city. She decides to see him again. –Quinzaine des Réalisateurs"
10420,The Mistress,2006-08-07,1.028906,7.0,4.0,"Ruža left Serbia, her country, over 30 years ago and lives in Zurich. Her daily life is a string of repetitive moments until, one day, Ana arrives on the scene and upsets Ruža's painstakingly organized world. A subtle friendship develops between the two strong willed women."
44945,Trust,2010-09-10,7.778097,6.6,314.0,"A suburban family is torn apart when fourteen-year-old Annie meets her first boyfriend online. After months of communicating via online chat and phone, Annie discovers her friend is not who he originally claimed to be. Shocked into disbelief, her parents are shattered by their daughter's actions and struggle to support her as she comes to terms with what has happened to her once innocent life."
15543,Penny Dreadful,2006-11-10,2.575856,5.4,34.0,"Young Penny goes on a retreat with her psychologist; the intention is to help her overcome her phobia, an intense fear of cars. Unexpected events find her in a nightmarish situation where her worst fears come true."
85670,Night Flight,1933-10-06,0.409615,5.0,3.0,"A mail company pushes their pilots to fly overnight to increase their delivery speed, but storms threaten."
113653,Prison,1949-03-19,0.605028,7.0,6.0,"A movie director is approached by his old math teacher with a great movie idea: the Devil declares that the Earth is hell. The director rejects the idea, but subsequent events in the life of a writer, a friend of the director's, and a young prostitute he loves seem to prove the math teacher's idea."
97211,Dreams,1955-08-22,0.84719,7.1,20.0,"In Stockholm, the fashion photographer Susanne Frank misses her married lover Henrik Lobelius that lives in Gothenburg with his wife and children, and the naive twenty years old model Doris has a troubled relationship with her boy friend Palle Palt. Susanne schedules a session of photo shoots in Gothenburg with Doris, and once there, she calls Henrik for an encounter. Meanwhile, Doris meets an elegant middle age gentleman on the street, the Consul Otto Sönderby, who buys expensive gifts for her: a dress, a pair of Italian gloves and valuable pearl necklace. They spend the afternoon together in an amusement park and later they go to Otto's mansion, where they are interrupted by his wicked daughter Marianne. Susanne has a love affair with Henrik in her room, but they are interrupted by his cynical wife. The incidents in these encounters affect their perspective of love."
44221,Group Sex,2010-08-24,2.321234,5.5,20.0,"Herman has a weakness for strip clubs. Donny has a thing for condiments and Tiffany is a newly celibate martial artist. These are Andy's new friends after he unsuspectingly follows his dream girl into a sexual addiction recovery group. At first this seems like the best possible news! However, Andy's professional and personal life begins to unravel as he deepens his ties to this lovable, but damaged group."
83345,The Mosquito Net,2010-11-04,1.093239,5.8,6.0,"Maria suffers from Alzheimer's disease. Luis, Maria's fifteen-year-old grandson, doesn't say very much either; he shuts himself off in his own silent world to escape his parent's marital crisis, spending time instead picking up stray cats and dogs off the street. His father, Miguel, wants to put a stop to this eccentric behavior, but his protective mother Alice indulges him. Nevertheless, the animals begin to appear at home in increasing numbers, making life complicated for the family in their flat."
57059,Loft,2010-12-16,2.224816,6.3,26.0,"Five best friends, all married, decide to share a loft apartment. In this loft they meet their mistresses and conquests. Everything seems perfect, until one morning the body of an unknown young woman is found in the loft. The group of friends begin to suspect each other and it soon becomes clear that they know far less about each other than they had initially thought. Dutch remake of the Flemish movie Loft (2008)."
74183,Vieraalla Maalla,2003-12-19,0.07732,6.0,2.0,
51170,Open Season 3,2010-01-25,10.567325,5.4,113.0,"Boog, Elliot, and their forest friends return with an all-new adventure, this time in a Big Top Circus! The comedy begins when Boog's pals choose their family obligations over the annual guy's trip, and a disappointed Boog decides to take a trip of his own, which leads him right into the middle of a circus ring...literally. When he switches places with a devious look-a-like circus grizzly and falls for an alluring Russian troupe member, he'll come to realize that maybe you don't have to choose between family and friendship after all."
60164,The Speed of Thought,2011-04-29,2.031708,4.1,15.0,"Joshua Lazarus (Nick Stahl) is a telepath who has been raised in a NSA foster home. Lazarus helps the government by using his abilities. He is told by the agency that the telepathy is a side effect of Widmann's Disease, and that he will become insane in time and eventually die from the illness. However, Lazarus meets a woman with similar powers (Taryn Manning) who does not have any sign of the disease, launching Lazarus to confront the lies he has been told"
41504,Henri Georges Clouzot's Inferno,2009-10-01,0.766398,6.5,11.0,"This documentary about Henri-Georges Clouzot’s unfinished 1964 psycho-thriller L’Enfer is as tantalizing as it is frustrating. Despite remaining one of the most masterful of French directors, Cluozot inexplicably seems to have lost control on the big-budget production of L’Enfer. The long-lost raw footage is intriguing and dazzling, infused with swirling lights and blue-lipped, cigarette-puffing fantasy temptresses. Although directors Serge Bromberg and Ruxandra Mederea have managed to speak to numerous members of the original crew, this behind-the-scenes investigation has so little to say about the reasons behind Clouzot’s failure to complete the film. In spite of this, the undiminished power of Clouzot’s extraordinary images makes the documentary a fascinating watch."
38850,Stolen,2009-10-10,2.300459,6.5,28.0,"A detective becomes obsessed with solving a child's 50-year-old murder, uncovering striking similarities between the case and his son's disappearance."
37206,A Shine of Rainbows,2009-10-01,6.760491,6.3,14.0,"An orphaned boy named Tomás is adopted by Maire O’Donnell to live on a whimsical Irish isle filled with new friends, secret caves and a lost baby pup seal stranded on the coast. But when Maire's reluctant husband Alec refuses to accept Tomás as his own son, the boy drifts down a fateful path of adventure and self-discovery, illuminating how rainbows can shine around - and within - us all."
83587,Zombie Girl: The Movie,2009-08-09,0.341733,6.1,9.0,"Emily Hagins is making a zombie movie. It's feature-length, it's bloody, and the zombies don't run. Just like it should be. But there's just one difference between her film and every other zombie movie you've ever seen. Emily is twelve."
76171,Turbulence 2: Fear of Flying,1999-12-27,3.990811,4.1,10.0,A passenger of a hijacked airliner who happens to be an airplane engineer works to deactivate a chemical weapons bomb after the hijackers kill the pilot and threaten to kill all the passengers on the plane.
140995,The Sisters,1938-10-14,0.646946,0.0,0.0,Three daughters of a small down pharmacist undergo trials and tribulations in their problematic marriages between 1904 and 1908.
42571,The Double Hour,2009-10-09,2.382068,6.3,26.0,A chambermaid and a former cop meet at a speed dating event and a romance develops. But during a romantic getaway things suddenly take a turn for the worse when her mysterious past is revealed.
45033,20 Seconds of Joy,2012-01-01,0.085317,8.0,1.0,"Traces the story of an extreme athlete, past and present; but also explores the psychology behind life, death, risk and the confrontation of fear."
44223,Happy Ever Afters,2009-10-09,0.540311,6.3,4.0,Two weddings collide when both receptions are held at one hotel.
59678,Attack the Block,2011-05-12,9.93263,6.3,748.0,A teen gang in a grim South London housing estate must team up with the other residents to protect their neighbourhood from a terrifying alien invasion.
59468,The Way,2010-09-10,7.131032,7.2,166.0,"When his son dies while hiking the famed Camino de Santiago pilgrimage route in the Pyrenees, Tom flies to France to claim the remains. Looking for insights into his estranged child’s life, he decides to complete the 500-mile mountain trek to Spain. Tom soon joins up with other travelers and realizes they’re all searching for something."
51533,Let the Bullets Fly,2010-12-16,3.877376,7.1,65.0,"Set in China during the Warlords Period of the1920s, notorious bandit chief Zhang descends upon a remote provincial town posing as its new mayor, an identity that he had hijacked from Old Tang, himself a small-time imposter. Hell-bent on making a fast buck, Zhang soon meets his match in the tyrannical local gentry Huang as a deadly battle of wit and brutality ensues."
46221,The Tunnel,2011-05-19,4.863972,5.6,117.0,"In 2007, in the midst of the drought and water shortages, the NSW State government has unveiled plans to tap into and recycle millions of litres of water trapped in a network of abandoned train tunnels just beneath the heart of Sydney. However the government suddenly goes cold on the plan and it is not made public why. There is talk of homeless people who use the tunnel as shelter going missing, even though the government states that there are no homeless people in there. This, and the silence from the officials and ministers, leads a journalist, Natasha to begin an investigation into a government cover-up. She and her crew Pete (Producer), Steve (Cameraman) and Tangles (Sound Technichian) decide to investigate the story in the tunnel."
33203,Orwell Rolls in His Grave,2003-10-23,0.769924,7.8,7.0,"Has America entered an Orwellian world of doublespeak where outright lies can pass for truth? The country's leading intellectuals discuss and examine the mix of businesses, politics and ideology that is the mainstream media."
